OBJECTID_12,FID_Parks,objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_us,created_da,last_edite,last_edi_1,maintenanc,dpw_ac,GlobalID_2,Shape__Are,Shape__Len,FID_Neighborhood,FID_BlockG,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng_1,FID_Neighb,AREA,PERIMETER,NEIGHBOR_,NEIGHBOR_I,HOOD,HOOD_NO,ACRES,SQMILES,DPWDIV,UNIQUE_ID,SECTORS,Shape_Le_1,Shape_Ar_1,Shape_Le_2,Page_Numbe,Shape_Length,Shape_Area
1,0,1,7,4.027080690000000,175418.933019020012580,Neighborhood Park,NP,5,Alton Playground,Alton Park,Alton Park,Western,1680.937781009999981,5469398c-9490-4e55-b4d4-776bc4862a7e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,4.02708068633731,da0d2882-2417-459e-8ef9-a417abe0ebbb,28146.015625000000000,673.341515971604053,41,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636.000000000000000,0.000000000000000,+40.4126628,-080.0211465,8417.875608039999861,72,40706528.000000000000000,32676.169999999998254,73,2155,Beechview,8,938.803999999999974,1.460000000000000,5,23,5,32676.170007900000201,40706529.253899998962879,32742.447523099999671,0,0.005315776782119,0.000001729308353
2,1,2,50,6.745714300000000,293842.139732750016265,Neighborhood Park,NP,4,Dunbar Playground,Dunbar Park,Dunbar Park,Western,2666.556306819999918,5d9753a7-660a-4015-abb1-96fb651a03cf,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,6.74571430451881,b8f9d54d-524c-471a-ab3a-407498248674,47180.683593750000000,1068.128573398070102,61,184,42,003,281400,1,420032814001,Block Group 1,G5030,S,348105.000000000000000,0.000000000000000,+40.4496310,-080.0569283,8486.848118550000436,51,21011160.000000000000000,21289.383000000001630,52,2134,Crafton Heights,23,484.574999999999989,0.754000000000000,5,23,4,21289.383809099999780,21011159.537300001829863,21252.775980900001741,0,0.008690721893503,0.000002897764440
3,2,3,44,7.220285790000000,314514.391163500025868,Neighborhood Park,NP,13,Curto Park,Frank Curto Park,Frank Curto Park,State,4947.791340069999933,789bcaf2-11c5-4ada-82e8-e03ad3899319,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,7.22028579487693,01c4e4da-165e-4f1b-99bf-75ef45631820,50518.414062500000000,1980.856501924469967,4,5,42,003,020300,1,420030203001,Block Group 1,G5030,S,1593129.000000000000000,329216.000000000000000,+40.4544996,-079.9812762,24019.532864799999516,27,16947852.000000000000000,23903.078000000001339,28,2110,Strip District,80,390.863999999999976,0.608000000000000,1,23,13,23903.077852200000052,16947852.968299999833107,24019.532672099998308,0,0.016917586079032,0.000003102188294
4,3,4,38,4.223512880000000,183975.485272849997273,Neighborhood Park,NP,1,Cowley Playground,Cowley Park,Cowley Park,Northern,1706.739715460000070,d8f9288e-6a5e-4640-8245-97a8c6a95248,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,4.22351288285124,cc0a7aa9-3c18-408c-8b8e-9ce538545dab,29557.378906250000000,683.922877916079983,28,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,20,10717292.000000000000000,20630.793000000001484,21,2103,Troy Hill,84,247.169999999999987,0.384000000000000,1,94,1,20630.793160099998204,10717291.895899999886751,29583.620672199998808,0,0.005520817279899,0.000001814830131
5,4,5,121,5.192559030000000,226186.966458139999304,Neighborhood Park,NP,4,McGonigle Playground,McGonigle Park,McGonigle Park,Western,4098.949165299999549,96e44c78-3181-4961-8e84-b40b284bbfb6,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,5.19255902683011,1a0f5318-3843-44d2-8ebd-3535cd8532e5,36340.355468750000000,838.911194598375005,53,149,42,003,202200,3,420032022003,Block Group 3,G5030,S,174657.000000000000000,0.000000000000000,+40.4580322,-080.0647449,7204.288830440000311,31,24807354.000000000000000,24066.419999999998254,32,2114,Sheraden,69,572.125000000000000,0.890000000000000,5,19,4,24066.420427299999574,24807353.402399998158216,24066.037200499999017,0,0.006955029760282,0.000002208863820
6,4,5,121,5.192559030000000,226186.966458139999304,Neighborhood Park,NP,4,McGonigle Playground,McGonigle Park,McGonigle Park,Western,4098.949165299999549,96e44c78-3181-4961-8e84-b40b284bbfb6,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,5.19255902683011,1a0f5318-3843-44d2-8ebd-3535cd8532e5,36340.355468750000000,838.911194598375005,86,265,42,003,563000,4,420035630004,Block Group 4,G5030,S,342793.000000000000000,0.000000000000000,+40.4578183,-080.0705756,9978.225923410000178,29,3683600.500000000000000,9983.549000000000888,30,2112,Chartiers City,21,84.953999999999994,0.132000000000000,5,21,4,9983.549787579999247,3683600.394359999801964,9978.225998730000356,0,0.000927416945225,0.000000022402343
7,5,6,58,0.853850410000000,37193.575085340002261,Regional Park,RP,6,Eileen McCoy Parklet,Emerald View Park - Eileen McCoy Park,Emerald View Regional Park,Western,780.268137189999948,85e78b3f-6464-4be8-a756-695779735770,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,0.85385041001108,9763ac1a-8d25-4b00-9806-ca46a9ce2d96,5971.898437500000000,312.666485129927025,35,77,42,003,191100,2,420031911002,Block Group 2,G5030,S,884630.000000000000000,0.000000000000000,+40.4386014,-080.0260996,13787.425038499999573,60,17364276.000000000000000,19320.405999999999040,61,2143,Duquesne Heights,25,400.468000000000018,0.623000000000000,5,57,6,19320.407046100001025,17364275.058699999004602,19324.721022000001540,0,0.002476535574550,0.000000366787693
8,6,7,172,6.621921060000000,288449.727618300006725,Neighborhood Park,NP,1,Spring Garden Field,Spring Garden Park,Spring Garden Park,Northern,1231.008936299999959,cafe92f4-0b45-42f4-9411-15363c7d50d1,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,6.62192106108062,ddff86b5-bbf7-430f-a88a-96275c88ff29,46351.183593750000000,1403.750104344260080,6,7,42,003,262000,1,420032620001,Block Group 1,G5030,S,607576.000000000000000,0.000000000000000,+40.4632158,-079.9941680,12055.426146199999494,15,17550592.000000000000000,18197.819999999999709,16,2098,Spring Hill-City View,75,404.764999999999986,0.630000000000000,1,23,1,18197.819889900001726,17550591.772700000554323,18197.706072799999674,0,0.006107434039772,0.000001173134632
9,6,7,172,6.621921060000000,288449.727618300006725,Neighborhood Park,NP,1,Spring Garden Field,Spring Garden Park,Spring Garden Park,Northern,1231.008936299999959,cafe92f4-0b45-42f4-9411-15363c7d50d1,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,6.62192106108062,ddff86b5-bbf7-430f-a88a-96275c88ff29,46351.183593750000000,1403.750104344260080,27,59,42,003,241200,2,420032412002,Block Group 2,G5030,S,172183.000000000000000,0.000000000000000,+40.4600565,-079.9915198,7283.454921280000235,14,7653279.500000000000000,21452.690999999998894,15,2097,Spring Garden,74,176.506000000000000,0.275000000000000,1,18,1,21452.691884600000776,7653278.966629999689758,21430.368059100001119,0,0.006377111348296,0.000001672563886
10,7,8,190,22.541392750000000,981899.140689859981649,Community Park,CP,13,West Penn Park,West Penn Park,West Penn Park,State,4544.063110330000200,a0481df3-0fb0-4913-8d63-74cf6358656b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,22.541392752484,0ef973db-1563-4b63-935e-a9494b8dc1c2,157734.179687500000000,1820.336182500399900,4,5,42,003,020300,1,420030203001,Block Group 1,G5030,S,1593129.000000000000000,329216.000000000000000,+40.4544996,-079.9812762,24019.532864799999516,27,16947852.000000000000000,23903.078000000001339,28,2110,Strip District,80,390.863999999999976,0.608000000000000,1,23,13,23903.077852200000052,16947852.968299999833107,24019.532672099998308,0,0.002973929608427,0.000000000089171
11,7,8,190,22.541392750000000,981899.140689859981649,Community Park,CP,13,West Penn Park,West Penn Park,West Penn Park,State,4544.063110330000200,a0481df3-0fb0-4913-8d63-74cf6358656b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,22.541392752484,0ef973db-1563-4b63-935e-a9494b8dc1c2,157734.179687500000000,1820.336182500399900,62,197,42,003,060500,2,420030605002,Block Group 2,G5030,S,255123.000000000000000,0.000000000000000,+40.4586040,-079.9613007,9025.775013559999934,39,7097053.000000000000000,14866.162000000000262,40,2122,Polish Hill,65,163.676999999999992,0.255000000000000,2,6,13,14866.162325200000851,7097053.088550000451505,14887.033694399999149,0,0.015004763912325,0.000009685384276
12,8,9,22,1.683469940000000,73331.657459640002344,Neighborhood Park,NP,9,Blair St Parklet,Blair Street Park,Blair St. Park,Schenley,1179.308342719999928,284d433b-7f9f-4708-83ff-c76d15c28685,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,1.68346994460849,ddbc11be-55b1-4a67-ba01-0769e929b291,11762.425781250000000,472.659605763047978,19,34,42,003,562900,1,420035629001,Block Group 1,G5030,S,1385581.000000000000000,586785.000000000000000,+40.4096285,-079.9486102,29907.611274399998365,76,44132028.000000000000000,42041.449000000000524,77,2159,Hazelwood,39,1017.804999999999950,1.583000000000000,3,25,9,42041.449983099999372,44132028.365599997341633,42027.889438199999859,0,0.003552269330839,0.000000722803230
13,9,10,29,0.093552070000000,4075.111983780000173,Beautification Site,BTF,5,Brookline Monument,Brookline Monument,Brookline Monument,Southern,301.249930049999989,db8866c6-e4e2-40cc-9b91-b6a61dbb8579,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,4th Division,9.35520726418919E-02,1d64b533-b6e1-4445-9b9d-ca6c29e63d30,653.433593750000000,120.556638587202997,42,102,42,003,191700,1,420031917001,Block Group 1,G5030,S,1471688.000000000000000,0.000000000000000,+40.4043578,-080.0109294,24549.430174100001750,88,58044672.000000000000000,37257.930000000000291,89,2171,Brookline,14,1338.669000000000096,2.082000000000000,4,81,5,37257.930196100001922,58044672.603399999439716,37396.667331199998443,0,0.000999193175372,0.000000040159694
14,10,11,20,0.241599060000000,10524.012824569999793,Beautification Site,BTF,5,Beechview Monument,Beechview Monument,Beechview Monument,Western,444.083490250000011,de2ca330-1b55-483d-9403-4637822ca5e3,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,5th Division,0.241599056950036,36456426-ff3d-4486-ad60-14178d66021e,1688.031250000000000,177.947133385568009,41,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636.000000000000000,0.000000000000000,+40.4126628,-080.0211465,8417.875608039999861,72,40706528.000000000000000,32676.169999999998254,73,2155,Beechview,8,938.803999999999974,1.460000000000000,5,23,5,32676.170007900000201,40706529.253899998962879,32742.447523099999671,0,0.001359643821012,0.000000103730833
15,11,12,192,0.013014470000000,566.908068039999989,Beautification Site,BTF,4,Westwood Island,Westwood Island,Westwood Island,Western,93.124565200000006,82bd048c-8ac4-45af-991b-72228f39bd32,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,5th Division,1.30144705159557E-02,3113ca0f-b3cf-4b2a-bc20-f9aacdbc8fc5,91.031250000000000,37.310279151517697,11,13,42,003,563100,2,420035631002,Block Group 2,G5030,S,880129.000000000000000,0.000000000000000,+40.4320100,-080.0530374,14820.149189300000216,65,19295586.000000000000000,20939.386999999998807,66,2148,Westwood,89,445.009000000000015,0.692000000000000,5,6,4,20939.385104500001034,19295586.864399999380112,20510.080256299999746,0,0.000292957307228,0.000000005590544
16,12,13,12,1.488492780000000,64838.486269319997518,Neighborhood Park,NP,7,Armstrong Playground,Armstrong Park,Armstrong Park,Southern,1015.277271830000018,8b1b9560-5b36-4925-93a2-205b276edb4f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,1.48849278292105,62cb09d7-402d-4fae-a327-6b34f05deda5,10407.507812500000000,403.618578648288974,14,16,42,003,170200,1,420031702001,Block Group 1,G5030,S,406640.000000000000000,81747.000000000000000,+40.4302576,-079.9922422,12037.899456099999952,71,26083320.000000000000000,34676.355000000003201,72,2154,South Side Flats,72,601.552999999999997,0.936000000000000,4,81,7,34676.355098400003044,26083318.969099998474121,34675.877093700000842,0,0.003171771402559,0.000000639315111
17,13,14,166,0.148856290000000,6484.153952730000128,Beautification Site,BTF,4,Sheraden Monument,Sheraden Monument,Sheraden Monument,Western,369.478661310000007,8418b4f5-e453-45fb-9b9f-71b56a782739,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,5th Division,0.148856287636088,11a95706-e165-43c9-93a9-b7af75fca271,1041.589843750000000,148.113103310273004,53,149,42,003,202200,3,420032022003,Block Group 3,G5030,S,174657.000000000000000,0.000000000000000,+40.4580322,-080.0647449,7204.288830440000311,31,24807354.000000000000000,24066.419999999998254,32,2114,Sheraden,69,572.125000000000000,0.890000000000000,5,19,4,24066.420427299999574,24807353.402399998158216,24066.037200499999017,0,0.001160318779418,0.000000063958489
18,14,15,94,0.593255630000000,25842.111850869998307,Neighborhood Park,NP,3,Jefferson Playground,Jefferson Park,Jefferson Park,Northern,679.937788709999950,fbfc5a30-c277-428b-b9a3-d8fd5eb06a64,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.59325562946793,c6f0e2ed-ddc2-464b-b144-26b4264dc2ff,4151.843750000000000,272.710547317956014,26,58,42,003,250300,1,420032503001,Block Group 1,G5030,S,243738.000000000000000,0.000000000000000,+40.4584905,-080.0120067,7703.446190200000274,37,7218352.000000000000000,14371.736000000000786,38,2120,Central Northside,19,166.474999999999994,0.259000000000000,1,6,3,14371.736392599999817,7218351.660880000330508,14391.314313099999708,0,0.002065657726666,0.000000254922373
19,15,16,206,6.417941510000000,279564.413966440013610,Neighborhood Park,NP,1,Spring Hill Playground,Spring Hill Park,Spring Hill Park,Northern,2401.525218010000117,1be984a8-ff8e-4e15-baaf-ba53e2fac8c3,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,6.4179415111903,10c2c167-0443-4d0f-9f4a-1b57a3e7a346,44930.035156250000000,962.288433488359033,6,7,42,003,262000,1,420032620001,Block Group 1,G5030,S,607576.000000000000000,0.000000000000000,+40.4632158,-079.9941680,12055.426146199999494,15,17550592.000000000000000,18197.819999999999709,16,2098,Spring Hill-City View,75,404.764999999999986,0.630000000000000,1,23,1,18197.819889900001726,17550591.772700000554323,18197.706072799999674,0,0.007886694004029,0.000002758242111
20,16,17,39,0.087778550000000,3823.618181970000023,Beautification Site,BTF,14,Craft Triangle,Craft Triangle,Craft Triangle,Schenley,249.449568599999992,ed06cbc2-d61c-453c-a61f-0b2f2aea4fac,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,8.77785462922157E-02,0fde0d53-a670-49ea-b4ee-072393462a1e,613.890625000000000,99.927683587991098,22,38,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498.000000000000000,0.000000000000000,+40.4308074,-079.9518013,7343.082266229999732,67,14169730.000000000000000,19242.504000000000815,68,2150,South Oakland,70,326.793000000000006,0.508000000000000,3,19,14,19242.503109000001132,14169729.776200000196695,19226.784727700000076,0,0.000807491234790,0.000000037705650
21,17,18,16,0.278234840000000,12119.861208509999415,Beautification Site,BTF,14,Bates St Triangle,Bates St Triangle,Bates St Triangle,Schenley,431.506818880000026,88d2aac9-ab97-4fe4-95de-093659d7a5fd,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.278234841324518,69903000-5b2a-43ea-bc68-0cee1e48959b,1945.781250000000000,172.882153721956001,22,38,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498.000000000000000,0.000000000000000,+40.4308074,-079.9518013,7343.082266229999732,67,14169730.000000000000000,19242.504000000000815,68,2150,South Oakland,70,326.793000000000006,0.508000000000000,3,19,14,19242.503109000001132,14169729.776200000196695,19226.784727700000076,0,0.001379300842421,0.000000119515070
22,18,19,104,6.027944370000000,262576.206328329979442,Neighborhood Park,NP,13,Leslie Park,Leslie Park,Leslie Park,Northeast,2066.004600310000114,8728e9ee-a6c5-49fa-80f8-b369a26aae02,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,6.02794436722474,9834eab9-a3e5-40d0-bb66-2adc4fd4f021,42203.019531250000000,828.420734068989987,13,15,42,003,981000,1,420039810001,Block Group 1,G5030,S,1377043.000000000000000,0.000000000000000,+40.4730821,-079.9488759,20578.375617500001681,12,26848464.000000000000000,25420.650000000001455,13,2095,Central Lawrenceville,18,619.198999999999955,0.963000000000000,2,24,13,25420.649373100000957,26848463.381900001317263,25436.395424800000910,0,0.006527019324182,0.000002590727180
23,19,20,93,0.034510840000000,1503.286345210000036,Beautification Site,BTF,16,Jail Triangle,Jail Triangle,Jail Triangle,State,169.006785400000012,2193e97c-d602-446e-94a5-d37370e864ec,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,6th Division,3.45108438562134E-02,8f59ee96-a6c1-42b9-8aa9-9871d8dcfee8,241.375000000000000,67.663412868174305,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.000568717975957,0.000000014824796
24,20,21,177,1.181209240000000,51453.268663620001462,Neighborhood Park,NP,10,Swisshelm Parklet,Swisshelm Park,Swisshelm Park,Eastern,909.717958029999977,a345eae0-81c6-4e68-88ef-e73c5717311f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,1.18120923960782,6324ca2e-1ae0-49e2-9f35-d61c37fa4485,8257.277343750000000,364.462447565535001,36,83,42,003,141100,1,420031411001,Block Group 1,G5030,S,1226338.000000000000000,163168.000000000000000,+40.4196414,-079.9075532,20791.544469500000559,78,13379806.000000000000000,20826.319999999999709,79,2161,Swisshelm Park,82,308.574999999999989,0.480000000000000,3,57,10,20826.319234899998264,13379806.337899999693036,20791.544629100000748,0,0.002887818488351,0.000000507282491
25,21,22,204,0.648685090000000,28256.609331250001560,Neighborhood Park,NP,4,Townsend Parklet,Townsend Park,Townsend Park,Western,669.535046439999974,446d0fe8-1532-4253-8258-fcb5c0677421,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,0.648685086272452,2f82c6a5-15e8-4905-b8aa-b8caa2ed6bdd,4537.613281250000000,268.291037707778003,56,153,42,003,562600,2,420035626002,Block Group 2,G5030,S,579141.000000000000000,0.000000000000000,+40.4400199,-080.0409711,11480.140002599999207,49,16904768.000000000000000,21609.798999999999069,50,2132,Elliott,30,389.870000000000005,0.606000000000000,5,25,4,21609.799342700000125,16904767.616000000387430,21634.511245099998632,0,0.002145463464125,0.000000278674731
26,22,23,95,5.413375560000000,235805.695969349995721,Neighborhood Park,NP,12,Joe Natoli Playground,Joe Natoli Park,Joe Natoli Park,Northeast,2027.253453770000078,bc75545d-28e9-4c68-b1fd-40fa6c3b3bbf,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,5.41337555544003,22cfa390-b96e-44f5-9fae-c65f28519d6b,37912.621093750000000,812.799381990730012,43,104,42,003,101400,4,420031014004,Block Group 4,G5030,S,149377.000000000000000,0.000000000000000,+40.4799173,-079.9300799,6038.178371459999653,5,10650824.000000000000000,27033.453000000001339,6,2088,Morningside,52,245.637000000000000,0.382000000000000,2,6,12,27033.454163400001562,10650824.430700000375509,27030.749555800000962,0,0.006512841440950,0.000002326975885
27,23,24,62,3.554876770000000,154849.812741230009124,Neighborhood Park,NP,4,Fairywood Playground,Fairywood Park,Fairywood Park,Western,1580.617866219999996,b14e6db3-cd9c-4ce2-9b58-aa2632b7a75f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,3.5548767709444,648ddfb5-86cd-40df-874e-5fcaabc03692,24870.941406250000000,633.400422720457982,85,340,42,003,563000,1,420035630001,Block Group 1,G5030,S,2520263.000000000000000,0.000000000000000,+40.4507815,-080.0847808,26392.725649299998622,36,27002274.000000000000000,26410.738000000001193,37,2119,Fairywood,32,622.745999999999981,0.969000000000000,5,21,4,26410.738323900000978,27002274.266600001603365,26392.725602999998955,0,0.005084534661419,0.000001527302299
28,24,25,114,2.809610880000000,122386.160252679997939,Neighborhood Park,NP,3,Manchester Playground,Manchester School Park,Manchester School Park,Northern,1734.433951839999963,98a049bc-a038-4cf7-bc06-a8ab9c41582f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,2.80961087692343,cd5140c0-d6de-4e8b-ada7-2594287fa5c3,19661.425781250000000,572.715091524558034,39,89,42,003,210700,2,420032107002,Block Group 2,G5030,S,359658.000000000000000,0.000000000000000,+40.4578695,-080.0264589,9100.227533999999650,33,7785965.500000000000000,12528.441000000000713,34,2116,Manchester,49,179.566000000000003,0.279000000000000,1,23,3,12528.441993200000070,7785965.497329999692738,12521.875155300000188,0,0.004611609333044,0.000001207251914
29,25,27,106,1.157572620000000,50423.661742689997482,Beautification Site,BTF,16,Liberty Avenue Island,Liberty Avenue Island,Liberty Avenue Island,State,2220.129117519999909,ab150e5d-67ff-4b95-a634-3e3c5397f38b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,6th Division,1.15757262254229,fe4ab18c-df3a-4274-aa70-245e160aae6e,8096.933593750000000,888.842052885059047,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.007497356929411,0.000000497280813
30,26,28,209,1.613906650000000,70301.492674749999424,Beautification Site,BTF,16,Fort Duquesne Blvd Strip,Fort Duquesne Blvd Strip,Fort Duquesne Blvd Strip,State,8077.472995680000167,683f2117-5293-470b-89bd-a70f4e6775bd,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,6th Division,1.61390665476499,ead3bd0f-fe39-44d0-8665-0e61aeb8f89c,11289.785156250000000,3232.344083149089784,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.027963346160595,0.000000693346545
31,27,29,218,8.837436640000000,384957.200343750009779,Neighborhood Park,NP, , ,Washington's Landing Park, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,8.83743664318581,ecc20a0a-80ae-4868-9e80-85e751bfa989,61865.472656250000000,1258.343199914200113,28,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,20,10717292.000000000000000,20630.793000000001484,21,2103,Troy Hill,84,247.169999999999987,0.384000000000000,1,94,1,20630.793160099998204,10717291.895899999886751,29583.620672199998808,0,0.009654613067437,0.000003658328501
32,28,30,134,0.891384560000000,38828.556019830000878,Beautification Site,BTF,12,Negley Run Blvd,Negley Run Blvd,Negley Run Blvd,Northeast,1568.619657660000030,0d64322c-0c5d-4008-9652-0cf4c8e5075e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,0.891384557725449,82f63ac9-7b52-4a64-94a1-ad4bc7313bd1,6239.703125000000000,628.000685950562001,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.005434583059586,0.000000383071400
33,29,31,88,0.056645550000000,2467.470268640000086,Beautification Site,BTF,12,Highland Ave Plant Strip,Highland Ave Plant Strip,Highland Ave Plant Strip,Northeast,361.074615259999973,646d5e11-0ec7-4f5b-81ad-0e50bd2bfcbe,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,5.66455495535085E-02,88d9bae8-758e-4cb6-aba8-de0923701d95,396.503906250000000,144.567812257912010,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.001243566008482,0.000000024343238
34,30,32,136,0.156242960000000,6805.915945669999928,Beautification Site,BTF,12,Negley-Collins Triangle,Negley-Collins Triangle,Negley-Collins Triangle,Northeast,340.714941300000021,6800cfe2-5d26-4f19-a71f-8e507978ad94,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,0.156242956138908,5b27c2cb-c9ae-467c-ab62-cf1b12f195f7,1093.679687500000000,136.510972072080989,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.001124147202570,0.000000067144989
35,31,33,124,0.605921200000000,26393.821697470000800,Beautification Site,BTF,11,McPherson Blvd Strip,McPherson Blvd Strip,McPherson Blvd Strip,Eastern,2418.068278029999874,7b7961f7-5e49-410f-a46c-cb27d41465fc,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.605921195433321,1e65e5d7-94b0-4233-9251-1f9dd63067d3,4239.949218750000000,968.221965195104985,70,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,47,7968760.000000000000000,13891.872999999999593,48,2130,Point Breeze North,64,183.781000000000006,0.286000000000000,2,113,11,13891.873348299999634,7968760.149360000155866,14047.078816999999617,0,0.008217202251354,0.000000260347911
