OBJECTID_12,FID_Parks,objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_us,created_da,last_edite,last_edi_1,maintenanc,dpw_ac,GlobalID_2,Shape__Are,Shape__Len,FID_Neighborhood,FID_BlockG,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng_1,FID_Neighb,AREA,PERIMETER,NEIGHBOR_,NEIGHBOR_I,HOOD,HOOD_NO,ACRES,SQMILES,DPWDIV,UNIQUE_ID,SECTORS,Shape_Le_1,Shape_Ar_1,Shape_Le_2,Page_Numbe,Shape_Length,Shape_Area
192,174,179,194,2.207773800000000,96170.242134600004647,Neighborhood Park,NP,10,Wightman Playground,Wightman Park,Wightman Park,Eastern,1305.908096870000008,9073e51f-4d78-42ff-8fc0-97344d058d0e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,2.20777380203681,6152f857-b567-4add-ad7a-fa494c65d9c2,15443.714843750000000,523.002077837653019,65,203,42,003,140100,3,420031401003,Block Group 3,G5030,S,291302.000000000000000,0.000000000000000,+40.4427301,-079.9435821,8071.734941980000258,54,34078712.000000000000000,30343.650000000001455,55,2137,Squirrel Hill North,76,785.947999999999979,1.222000000000000,3,57,10,30343.651075900001160,34078713.189199998974800,30347.887992299998587,0,0.004312060491301,0.000000948464132
193,175,180,164,434.082622940000022,18908563.420680001378059,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833000003477,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.257812500000000,49416.664274804301385,0,0,42,003,040500,1,420030405001,Block Group 1,G5030,S,268195.000000000000000,0.000000000000000,+40.4406805,-079.9542332,7988.379391460000079,62,7843108.000000000000000,11526.862999999999374,63,2145,Central Oakland,20,180.883000000000010,0.281000000000000,3,113,14,11526.863221899999189,7843108.221909999847412,11525.904546399999163,0,0.029290796880123,0.000006679918314
194,175,180,164,434.082622940000022,18908563.420680001378059,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833000003477,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.257812500000000,49416.664274804301385,1,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,40,13904629.000000000000000,20941.386999999998807,41,2123,North Oakland,56,320.678999999999974,0.499000000000000,3,25,14,20941.386024999999790,13904629.058199999853969,20945.562569599998824,0,0.017624577101949,0.000006141170065
195,175,180,164,434.082622940000022,18908563.420680001378059,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833000003477,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.257812500000000,49416.664274804301385,22,38,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498.000000000000000,0.000000000000000,+40.4308074,-079.9518013,7343.082266229999732,67,14169730.000000000000000,19242.504000000000815,68,2150,South Oakland,70,326.793000000000006,0.508000000000000,3,19,14,19242.503109000001132,14169729.776200000196695,19226.784727700000076,0,0.036976729862538,0.000006676182089
196,175,180,164,434.082622940000022,18908563.420680001378059,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833000003477,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.257812500000000,49416.664274804301385,24,48,42,003,151700,4,420031517004,Block Group 4,G5030,S,157178.000000000000000,0.000000000000000,+40.4216327,-079.9353993,5794.401719720000074,74,21551120.000000000000000,22518.270000000000437,75,2157,Greenfield,37,497.028000000000020,0.773000000000000,3,21,9,22518.270422300000064,21551119.981400001794100,22527.730169400001614,0,0.014407176912233,0.000000951234149
197,175,180,164,434.082622940000022,18908563.420680001378059,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833000003477,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.257812500000000,49416.664274804301385,25,54,42,003,141400,3,420031414003,Block Group 3,G5030,S,294702.000000000000000,0.000000000000000,+40.4266034,-079.9185733,8635.642130309999629,63,74470128.000000000000000,50122.652000000001863,64,2146,Squirrel Hill South,77,1717.484999999999900,2.671000000000000,3,23,10,50122.651096599998709,74470126.269400000572205,50179.666766200003622,0,0.291692581801281,0.000155758488601
198,175,180,164,434.082622940000022,18908563.420680001378059,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833000003477,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.257812500000000,49416.664274804301385,65,203,42,003,140100,3,420031401003,Block Group 3,G5030,S,291302.000000000000000,0.000000000000000,+40.4427301,-079.9435821,8071.734941980000258,54,34078712.000000000000000,30343.650000000001455,55,2137,Squirrel Hill North,76,785.947999999999979,1.222000000000000,3,57,10,30343.651075900001160,34078713.189199998974800,30347.887992299998587,0,0.022050986794643,0.000010252365748
199,176,181,86,8.320236019999999,362428.031293549982365,Community Park,CP,4,Hershel Playground,Herschel Park,Hershel Park,Western,5898.083258190000379,5011c72c-2a08-418b-844d-b3dbbca6075e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,8.32023601951392,1b01693b-511e-44f6-a9f2-de798a53fddc,58194.437500000000000,1042.200411116449914,56,153,42,003,562600,2,420035626002,Block Group 2,G5030,S,579141.000000000000000,0.000000000000000,+40.4400199,-080.0409711,11480.140002599999207,49,16904768.000000000000000,21609.798999999999069,50,2132,Elliott,30,389.870000000000005,0.606000000000000,5,25,4,21609.799342700000125,16904767.616000000387430,21634.511245099998632,0,0.008029949434480,0.000003574176084
200,177,182,1,1.659516680000000,72288.257451430006768,Neighborhood Park,NP,5,Able Long Parklet,Able Long Park,Able Long Park,Western,1079.638581839999915,fb46cd7e-fcf3-47de-86b2-b44a62ecb0da,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,1.65951668056316,a307629d-4d21-4127-b8c3-fc2d564768e2,11596.484375000000000,432.518080650560989,41,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636.000000000000000,0.000000000000000,+40.4126628,-080.0211465,8417.875608039999861,72,40706528.000000000000000,32676.169999999998254,73,2155,Beechview,8,938.803999999999974,1.460000000000000,5,23,5,32676.170007900000201,40706529.253899998962879,32742.447523099999671,0,0.003371990219456,0.000000712562672
201,178,183,141,4.882690470000000,212689.146321729989722,Neighborhood Park,NP,4,Oakwood Playground,Oakwood Park,Oakwood Park,Western,3111.475531479999972,62caf5f1-7f9e-4563-8a86-41b42ccbf634,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,4.88269047476746,f141086e-45cc-48f2-a1cb-156c187c48f1,34137.558593750000000,1246.823488065760102,78,313,42,003,562800,2,420035628002,Block Group 2,G5030,S,653726.000000000000000,0.000000000000000,+40.4269246,-080.0658036,15834.276992099999916,70,7024962.000000000000000,15925.736000000000786,71,2153,Oakwood,59,162.014999999999986,0.252000000000000,5,113,4,15925.736112399999911,7024961.877740000374615,15834.276699000000008,0,0.009779489563493,0.000002097076008
202,179,184,108,0.635246510000000,27671.227310980000766,Neighborhood Park,NP,8,Lincoln Place Parklet,Lincoln Place Park,Lincoln Place Park,Southern,763.196715970000014,b4b74fc4-80c6-4534-93d5-83dcd06e43c8,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.635246510473499,dc2bf29c-a8e8-4907-bc0b-5f9fe1c502f6,4434.023437500000000,305.815252632177987,72,246,42,003,310200,4,420033102004,Block Group 4,G5030,S,1047140.000000000000000,0.000000000000000,+40.3745282,-079.9191876,15834.115284199999223,94,27425090.000000000000000,27507.900000000001455,95,2177,Lincoln Place,46,632.496999999999957,0.984000000000000,4,113,8,27507.900253399999201,27425088.795000001788139,27506.008280400001240,0,0.002256337988829,0.000000272609622
203,180,185,188,4.688867590000000,204246.255041880009230,Neighborhood Park,NP,4,West End Elliot Overlook Park,West End-Elliott Overlook Park,West End-Elliot Overlook Park,Western,4135.085024949999934,db34d78e-3287-40aa-8754-89ff7af41c76,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,4.68886758561405,74650a0e-91f6-4992-b300-9cc63d1be516,32801.921875000000000,1657.281178410900111,56,153,42,003,562600,2,420035626002,Block Group 2,G5030,S,579141.000000000000000,0.000000000000000,+40.4400199,-080.0409711,11480.140002599999207,49,16904768.000000000000000,21609.798999999999069,50,2132,Elliott,30,389.870000000000005,0.606000000000000,5,25,4,21609.799342700000125,16904767.616000000387430,21634.511245099998632,0,0.013125783143074,0.000002014425806
204,181,186,144,2.109554560000000,91891.829227170004742,Neighborhood Park,NP,7,Ormsby Playground,Ormsby Park,Ormsby Park,Southern,1549.349639640000078,a67c8014-7b92-4125-af8e-aa51286451f2,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,2.10955456371887,2c46c6e7-c02e-4f17-aaee-b3bfeb9041bc,14750.550781250000000,534.144939619249953,14,16,42,003,170200,1,420031702001,Block Group 1,G5030,S,406640.000000000000000,81747.000000000000000,+40.4302576,-079.9922422,12037.899456099999952,71,26083320.000000000000000,34676.355000000003201,72,2154,South Side Flats,72,601.552999999999997,0.936000000000000,4,81,7,34676.355098400003044,26083318.969099998474121,34675.877093700000842,0,0.003964083858205,0.000000906081390
205,182,187,158,0.468682430000000,20415.724874550000095,Neighborhood Park,NP,8,Revenue Park,Roland Lockridge Community Park,Roland Lockridge Community Park,Southern,590.841006750000020,44bbbdf5-c2db-451c-b880-9251b8211455,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.468682427403543,5ece9779-ffdf-4cc5-a0b7-bf88b7a02dba,3273.734375000000000,236.488162076142004,81,326,42,003,310300,1,420033103001,Block Group 1,G5030,S,2048522.000000000000000,0.000000000000000,+40.3879201,-079.9225537,22945.937288299999636,92,22145166.000000000000000,22933.324000000000524,93,2175,New Homestead,55,510.728000000000009,0.794000000000000,4,94,8,22933.323919900001783,22145165.324000000953674,22945.937275699998281,0,0.001933781458598,0.000000201201043
206,183,188,122,77.832554450000003,3390372.510459390003234,Community Park,CP,6,McKinley Park,McKinley Park,McKinley Park,Southern,17715.765973699999449,0057c452-d431-4d76-bd57-a1f581977a5e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,77.8325544533721,e776b843-9b51-486b-a90f-5bd334343e92,543956.773437500000000,7085.599408924300405,12,14,42,003,562400,5,420035624005,Block Group 5,G5030,S,138709.000000000000000,0.000000000000000,+40.4197360,-079.9991617,6015.556206979999843,80,11723429.000000000000000,13432.413000000000466,81,2163,Beltzhoover,9,270.374000000000024,0.421000000000000,4,113,6,13432.412217200000669,11723428.241599999368191,13433.027976299999864,0,0.032851621648359,0.000022720485540
207,183,188,122,77.832554450000003,3390372.510459390003234,Community Park,CP,6,McKinley Park,McKinley Park,McKinley Park,Southern,17715.765973699999449,0057c452-d431-4d76-bd57-a1f581977a5e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,77.8325544533721,e776b843-9b51-486b-a90f-5bd334343e92,543956.773437500000000,7085.599408924300405,46,120,42,003,562400,1,420035624001,Block Group 1,G5030,S,818084.000000000000000,0.000000000000000,+40.4077250,-080.0012233,15887.006503500000690,85,8738354.000000000000000,15889.566000000000713,86,2168,Bon Air,12,201.530000000000001,0.313000000000000,4,57,6,15889.567143800000849,8738354.369459999725223,15887.006463300000178,0,0.023910382550023,0.000010700771928
208,183,188,122,77.832554450000003,3390372.510459390003234,Community Park,CP,6,McKinley Park,McKinley Park,McKinley Park,Southern,17715.765973699999449,0057c452-d431-4d76-bd57-a1f581977a5e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,77.8325544533721,e776b843-9b51-486b-a90f-5bd334343e92,543956.773437500000000,7085.599408924300405,58,173,42,003,300100,5,420033001005,Block Group 5,G5030,S,121963.000000000000000,0.000000000000000,+40.4109357,-079.9931744,5583.468613009999899,84,8411048.000000000000000,12000.762000000000626,85,2167,Knoxville,44,193.981999999999999,0.302000000000000,4,81,6,12000.761832399999548,8411048.341919999569654,12045.745739399999366,0,0.002227958764166,0.000000000697497
209,184,189,196,2.454247720000000,106906.603185650004889,Neighborhood Park,NP,7,Winters Playground,Winters Park,Winters Park,Southern,1961.472021820000009,39be7594-ab5d-43e6-a152-a1cb6ec627ee,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,2.45424772298775,31b83327-8f31-4f20-b52a-59076ccf6667,17157.261718750000000,567.140090504640966,16,20,42,003,170600,1,420031706001,Block Group 1,G5030,S,326725.000000000000000,0.000000000000000,+40.4249025,-079.9876098,14495.793102800000270,73,19973024.000000000000000,26532.701000000000931,74,2156,South Side Slopes,73,460.632000000000005,0.716000000000000,4,6,7,26532.699712099998578,19973023.111999999731779,26531.433743599998706,0,0.004325426041105,0.000001054025941
210,185,190,49,14.263087499999999,621297.606168939964846,Community Park,CP,13,Dinan Playground,Dinan Park,Dinan Park,Northeast,4324.050855249999586,6ae57e29-f05f-4863-b819-cd72229aa471,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,14.2630874969426,f7331d02-8173-438c-a9e4-01b66e44c7fd,99890.328125000000000,1508.125886880480039,30,71,42,003,101800,2,420031018002,Block Group 2,G5030,S,797007.000000000000000,0.000000000000000,+40.4847864,-079.9385823,22835.108641899998474,7,20492582.000000000000000,24387.817999999999302,8,2090,Stanton Heights,79,472.615000000000009,0.735000000000000,2,19,13,24387.818605199998274,20492582.629500001668930,24392.318830899999739,0,0.011792087114339,0.000006131051456
211,186,191,23,5.991380600000000,260983.494962630007649,Neighborhood Park,NP,13,Bloomfield Playground,Paul J. Sciullo II Memorial Park,Bloomfield Park,Northeast,3262.780877969999892,4724c15b-ecec-4b4b-9b88-c709f759b98f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,5.99138059916751,0bfda029-6665-4cdf-9dd7-620b756a6fc3,41933.960937500000000,1397.931525930230009,31,72,42,003,060300,1,420030603001,Block Group 1,G5030,S,391220.000000000000000,0.000000000000000,+40.4621267,-079.9609234,10355.074283699999796,19,11984375.000000000000000,15396.965000000000146,20,2102,Lower Lawrenceville,48,276.391999999999996,0.430000000000000,2,19,13,15396.964966499999719,11984374.883799999952316,15396.273198200000479,0,0.006678510550248,0.000001750639524
212,186,191,23,5.991380600000000,260983.494962630007649,Neighborhood Park,NP,13,Bloomfield Playground,Paul J. Sciullo II Memorial Park,Bloomfield Park,Northeast,3262.780877969999892,4724c15b-ecec-4b4b-9b88-c709f759b98f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,5.99138059916751,0bfda029-6665-4cdf-9dd7-620b756a6fc3,41933.960937500000000,1397.931525930230009,32,73,42,003,080200,2,420030802002,Block Group 2,G5030,S,92307.000000000000000,0.000000000000000,+40.4617308,-079.9522528,4036.163833269999941,26,19572930.000000000000000,21206.188999999998487,27,2109,Bloomfield,10,451.404999999999973,0.702000000000000,2,94,12,21206.189685199999076,19572929.543999999761581,21204.325552499998594,0,0.005203157363017,0.000000823980579
213,187,192,26,30.995307980000000,1350150.215012749889866,Community Park,CP,2,Brighton Heights Park,Brighton Heights Park,Brighton Heights Park,Northern,12357.094823299999916,2ebd3497-6b22-4a86-95f4-cc01dc82048a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,30.9953079804824,3343fdcd-aeab-4b94-b825-e2aa1000384b,217087.421875000000000,4810.212654096259939,60,181,42,003,270800,3,420032708003,Block Group 3,G5030,S,633737.000000000000000,0.000000000000000,+40.4865869,-080.0297229,13818.097632299999532,3,31143860.000000000000000,26060.684000000001106,4,2086,Brighton Heights,13,718.261999999999944,1.117000000000000,1,23,2,26060.684131599999091,31143860.752099998295307,26097.409315000000788,0,0.038280573063380,0.000013323873722
214,188,193,145,1.197460410000000,52161.166945290002332,Neighborhood Park,NP,12,Osceola Parklet,Osceola Park,Osceola Park,Northeast,907.565863960000001,975a22ed-f845-4214-964f-4d2824d17d41,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,1.19746041300709,8068c0b1-2dff-40e3-aa2c-e827d9342a14,8379.691406250000000,363.780980780685013,32,73,42,003,080200,2,420030802002,Block Group 2,G5030,S,92307.000000000000000,0.000000000000000,+40.4617308,-079.9522528,4036.163833269999941,26,19572930.000000000000000,21206.188999999998487,27,2109,Bloomfield,10,451.404999999999973,0.702000000000000,2,94,12,21206.189685199999076,19572929.543999999761581,21204.325552499998594,0,0.002889824963732,0.000000514530842
215,189,194,13,8.808594480000000,383700.840807879983913,Community Park,CP,13,Arsenal Park and School,Arsenal Park,Arsenal Park,Northeast,2498.194088379999812,7bfb78ce-506d-454c-a4d2-eb6a2494361e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,8.80859448153925,e19a7990-c1b9-4efe-9892-8e7d252f49d0,61659.777343750000000,1001.517719181140023,31,72,42,003,060300,1,420030603001,Block Group 1,G5030,S,391220.000000000000000,0.000000000000000,+40.4621267,-079.9609234,10355.074283699999796,19,11984375.000000000000000,15396.965000000000146,20,2102,Lower Lawrenceville,48,276.391999999999996,0.430000000000000,2,19,13,15396.964966499999719,11984374.883799999952316,15396.273198200000479,0,0.007956122632329,0.000003785475769
216,190,195,189,17.025105910000001,741610.647049749968573,Community Park,CP,4,West End Park,West End Park,West End Park,Western,15318.789524199999505,f1ba0266-6b8c-4555-a57a-4003e8adf767,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,17.025105911415,89a58778-aeb7-4057-92f8-691132f39e1b,119069.332031250000000,6137.904655658189768,11,13,42,003,563100,2,420035631002,Block Group 2,G5030,S,880129.000000000000000,0.000000000000000,+40.4320100,-080.0530374,14820.149189300000216,65,19295586.000000000000000,20939.386999999998807,66,2148,Westwood,89,445.009000000000015,0.692000000000000,5,6,4,20939.385104500001034,19295586.864399999380112,20510.080256299999746,0,0.003757467333121,0.000000550541275
217,190,195,189,17.025105910000001,741610.647049749968573,Community Park,CP,4,West End Park,West End Park,West End Park,Western,15318.789524199999505,f1ba0266-6b8c-4555-a57a-4003e8adf767,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,17.025105911415,89a58778-aeb7-4057-92f8-691132f39e1b,119069.332031250000000,6137.904655658189768,56,153,42,003,562600,2,420035626002,Block Group 2,G5030,S,579141.000000000000000,0.000000000000000,+40.4400199,-080.0409711,11480.140002599999207,49,16904768.000000000000000,21609.798999999999069,50,2132,Elliott,30,389.870000000000005,0.606000000000000,5,25,4,21609.799342700000125,16904767.616000000387430,21634.511245099998632,0,0.032387493645776,0.000004774603923
218,190,195,189,17.025105910000001,741610.647049749968573,Community Park,CP,4,West End Park,West End Park,West End Park,Western,15318.789524199999505,f1ba0266-6b8c-4555-a57a-4003e8adf767,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,17.025105911415,89a58778-aeb7-4057-92f8-691132f39e1b,119069.332031250000000,6137.904655658189768,88,32,42,003,562600,1,420035626001,Block Group 1,G5030,S,512433.000000000000000,0.000000000000000,+40.4408830,-080.0357065,18778.991280300000653,59,5579501.000000000000000,18776.655999999999040,60,2142,West End,87,128.679000000000002,0.200000000000000,5,81,4,18776.656621900001483,5579501.106800000183284,18778.991513000000850,0,0.013493421800374,0.000001988140638
219,191,196,90,2.688175720000000,117096.465818369993940,Neighborhood Park,NP,11,Homewood Playground,Homewood Park,Homewood Park,Eastern,1360.908019449999983,9296bb5e-10ce-4bb7-a855-54fe7a1c97be,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,2.68817571638297,de5f9367-1fcf-4109-8c8a-16e61ca9d9f1,18810.027343750000000,545.432081458488028,74,286,42,003,130400,3,420031304003,Block Group 3,G5030,S,115917.000000000000000,0.000000000000000,+40.4496890,-079.8859784,6090.014006979999976,44,11104194.000000000000000,16565.754000000000815,45,2127,Homewood South,42,256.093000000000018,0.398000000000000,2,24,11,16565.753500499999063,11104193.780300000682473,16280.935036799999580,0,0.004348560981442,0.000001155023379
220,192,197,193,3.267626020000000,142337.220028740004636,Public School,SCH,4,Westwood School,Westwood School Park,Westwood School,Western,1572.776848890000110,843e43a8-79ed-42c4-975b-9791c5161212,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,3.26762601880908,8e72c153-5e40-46d7-8cff-655866dd745d,22848.894531250000000,607.297032498448971,11,13,42,003,563100,2,420035631002,Block Group 2,G5030,S,880129.000000000000000,0.000000000000000,+40.4320100,-080.0530374,14820.149189300000216,65,19295586.000000000000000,20939.386999999998807,66,2148,Westwood,89,445.009000000000015,0.692000000000000,5,6,4,20939.385104500001034,19295586.864399999380112,20510.080256299999746,0,0.004703457551705,0.000001403514954
221,193,198,119,22.728310919999998,990041.263485410017893,Community Park,CP,8,McBride Park,McBride Park,McBride Park,Southern,7470.062766910000391,c5ca4ed7-b654-4d29-9e89-caba44345bf4,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,22.7283109197048,b9001b81-8ea0-4c91-86b8-184aa2804c5c,158644.855468750000000,2987.593392273950030,72,246,42,003,310200,4,420033102004,Block Group 4,G5030,S,1047140.000000000000000,0.000000000000000,+40.3745282,-079.9191876,15834.115284199999223,94,27425090.000000000000000,27507.900000000001455,95,2177,Lincoln Place,46,632.496999999999957,0.984000000000000,4,113,8,27507.900253399999201,27425088.795000001788139,27506.008280400001240,0,0.025185432210511,0.000009753638236
222,194,199,78,5.760138850000000,250910.644872820004821,Regional Park,RP,6,Grandview Overlook,Emerald View Park - Grandview Overlook,Emerald View Regional Park,Western,5037.750897730000361,e065b497-78da-4f77-b22f-ad9c13a0b5ec,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,5.7601388548763,fde03885-a83a-427e-bcbb-125c4c8233ca,40280.496093750000000,1819.504166245050101,23,45,42,003,180700,2,420031807002,Block Group 2,G5030,S,128061.000000000000000,0.000000000000000,+40.4247086,-080.0011285,5547.088803720000215,64,31760998.000000000000000,33988.883000000001630,65,2147,Mount Washington,54,732.495000000000005,1.139000000000000,5,25,6,33988.882268900000781,31760998.035100001841784,34003.524912000000768,0,0.014918475735915,0.000002474185260
223,195,200,14,16.639173119999999,724799.482093770056963,Community Park,CP,5,Banksville Park,Banksville Park,Banksville Park,Western,6186.419401150000340,62ec008f-5309-4759-8d0e-3548938dcd38,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,16.6391731244351,5c786a31-134a-4afc-8875-822de3c1346c,116293.457031250000000,2477.591647402799936,47,122,42,003,202300,4,420032023004,Block Group 4,G5030,S,835320.000000000000000,0.000000000000000,+40.4127817,-080.0357088,11460.149126199999955,79,27009770.000000000000000,25477.745999999999185,80,2162,Banksville,6,622.918999999999983,0.969000000000000,5,19,5,25477.745702600001096,27009770.517299998551607,25473.015385200000310,0,0.019994167212540,0.000007145167499
224,196,201,120,0.199829800000000,8704.551094520000333,Neighborhood Park,NP,13,McCandless Tot Lot,McCandless Park,McCandless Park,Northeast,376.616832190000025,6466049c-ed79-4b4a-a7fd-eee9db4eaba5,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,0.199829795978656,ffcecfad-5c6b-4f92-b929-8013f9312002,1399.386718750000000,151.005754616546994,40,93,42,003,101100,3,420031011003,Block Group 3,G5030,S,249635.000000000000000,0.000000000000000,+40.4818107,-079.9477736,10342.017760999999155,6,11288746.000000000000000,19192.782999999999447,7,2089,Upper Lawrenceville,86,260.348999999999990,0.405000000000000,2,57,13,19192.783898400000908,11288745.634400000795722,19198.897168100000272,0,0.001203157068814,0.000000085894324
225,197,202,130,10.107824720000000,440295.083602580009028,Community Park,CP,5,Moore Park,Moore Park,Moore Park,Southern,2752.130272479999803,50baa3f0-758b-4bbb-98d6-3c07b42a0826,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,10.1078247196556,f449b718-3dda-44b1-9181-1d787aba3872,70625.761718750000000,1101.705991565650038,42,102,42,003,191700,1,420031917001,Block Group 1,G5030,S,1471688.000000000000000,0.000000000000000,+40.4043578,-080.0109294,24549.430174100001750,88,58044672.000000000000000,37257.930000000000291,89,2171,Brookline,14,1338.669000000000096,2.082000000000000,4,81,5,37257.930196100001922,58044672.603399999439716,37396.667331199998443,0,0.009019199372712,0.000004339895394
226,198,203,160,258.604288750000023,11264757.758793899789453,Regional Park,RP,2,Riverview Park,Riverview Park,Riverview Park,Northern,72135.870538500006660,bfa19f54-250b-4e8e-9898-5a8f45e003b8,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,258.604288750231,d1003489-97bd-40f0-ae36-10b274111f4c,1811033.609375000000000,28925.131813161398895,10,12,42,003,260700,2,420032607002,Block Group 2,G5030,S,301991.000000000000000,0.000000000000000,+40.4818975,-080.0108700,11322.837265000000116,2,33781248.000000000000000,30858.815999999998894,3,2085,Perry North,61,779.087999999999965,1.212000000000000,1,18,2,30858.817772999998851,33781247.392399996519089,30830.126842800000304,0,0.229759067662504,0.000111104463871
227,198,203,160,258.604288750000023,11264757.758793899789453,Regional Park,RP,2,Riverview Park,Riverview Park,Riverview Park,Northern,72135.870538500006660,bfa19f54-250b-4e8e-9898-5a8f45e003b8,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,258.604288750231,d1003489-97bd-40f0-ae36-10b274111f4c,1811033.609375000000000,28925.131813161398895,71,240,42,003,980900,1,420039809001,Block Group 1,G5030,S,1453388.000000000000000,854869.000000000000000,+40.4659231,-080.0458881,13293.010440100000778,18,6426350.500000000000000,13293.011000000000422,19,2101,Marshall-Shadeland,50,148.209000000000003,0.231000000000000,1,0,2,13293.010440100000778,6426350.593949999660254,50372.759504900001048,0,0.019422344289897,0.000000055042235
